Geneid	Chr	Start	End	Strand	Length	SRR20959676_C	SRR20959677_C	SRR20959678_C	SRR20959679_C	SRR20959680_A	SRR20959681_A	SRR20959682_A
ENSB:qghXs9dRtz1EJbi	Chromosome	2181964	2182419	-	456	19	6	2	10	5	6	44
ENSB:KI4HGgJsfdmEQLL	Chromosome	2182412	2184550	-	2139	48	12	3	31	26	40	233
ENSB:3ELjanwnQc6abhj	Chromosome	2184996	2185766	-	771	42	24	47	20	21	27	19
ENSB:d3blqaGTOtEBMJn	Chromosome	2185741	2186220	-	480	59	16	7	30	22	33	26
ENSB:Bm_9dRDrDE_nKOR	Chromosome	2186222	2186548	-	327	68	4	48	2	16	21	13
ENSB:Uu6t69fhX6NI0_P	Chromosome	2186667	2187668	-	1002	343	46	115	31	67	89	78
ENSB:KJ15xwfhIuB3FEO	Chromosome	2188018	2188380	-	363	82	3	15	56	43	35	180
ENSB:6hQdISgiU8ukS2t	Chromosome	2188377	2188547	-	171	119	6	27	63	50	60	260
ENSB:YYz7xN4NaQ6NEFw	Chromosome	2188632	2189780	-	1149	224	56	79	186	110	130	358
ENSB:Wz1kgfrci6PzACj	Chromosome	2189846	2190205	-	360	16	18	0	6	2	8	59
ENSB:u0FuPnfaBPeR0MT	Chromosome	2190209	2190703	-	495	78	33	24	66	104	53	158
ENSB:zttNIsOI8phQLlj	Chromosome	2190687	2192270	-	1584	92	38	124	56	73	76	316
ENSB:AAFReH46ubLB7wT	Chromosome	2192263	2192742	-	480	5	17	25	1	6	7	27
ENSB:kvAmzF-QWtcCEIq	Chromosome	2192950	2193510	-	561	22	0	0	20	14	22	32
ENSB:6vKykvgL5EnC1X2	Chromosome	2193530	2195557	-	2028	25	4	8	33	25	27	140
ENSB:8ABfbaNgrVqjYfl	Chromosome	2195576	2197252	-	1677	0	1	2	20	5	0	33
ENSB:IjoMmrV7Wns1_XZ	Chromosome	2197524	2200181	+	2658	28	3	6	68	23	38	296
ENSB:AhM0eeTH2RaPNV2	Chromosome	2200181	2200876	+	696	3	0	4	0	0	0	124
ENSB:WeE9IPu8vvYEZek	Chromosome	2201245	2202765	-	1521	62	10	52	48	43	41	316
ENSB:9STZFgN8oBfJ_w9	Chromosome	2203282	2204640	-	1359	389	81	280	48	195	106	532
ENSB:wCRkQ8_MDr9AYlC	Chromosome	2204655	2205725	-	1071	161	28	127	67	127	59	812
ENSB:MlmP0zgWHijcmUr	Chromosome	2206043	2207245	+	1203	155	63	77	107	129	103	180
ENSB:y_P4tQPYPD6HY0-	Chromosome	2207509	2207646	-	138	109	0	6	6	8	2	17
ENSB:aaiTe2Do8JT-uds	Chromosome	2207774	2207983	-	210	0	0	0	0	0	2	3
ENSB:V-VGFQFPzcufSDL	Chromosome	2207995	2208288	-	294	1	0	0	6	1	2	9
ENSB:07TyHkAd5itmAEU	Chromosome	2208454	2209938	+	1485	250	34	409	121	123	52	663
ENSB:iGKb0wec9k8qxjk	Chromosome	2209966	2210613	+	648	115	22	222	57	62	15	172
ENSB:PVaRjakpgzfQKZ6	Chromosome	2211426	2212298	-	873	314	85	241	240	176	155	359
ENSB:cvyTXOZWoyPv5fF	Chromosome	2212384	2213025	-	642	24	6	14	0	12	3	14
ENSB:HEVn6hEWwtdDVBZ	Chromosome	2213027	2213818	-	792	6	0	4	4	2	0	0
ENSB:QzF7iGj8ryBolmG	Chromosome	2213802	2214632	-	831	16	0	0	4	6	1	22
ENSB:j_Bmkpo06ajXVpt	Chromosome	2214625	2215314	-	690	21	0	1	0	0	2	0
ENSB:ZXbIK97lU6sICdd	Chromosome	2215700	2216395	-	696	25	12	0	20	32	0	27
ENSB:jAUg4YKdhv189w0	Chromosome	2216832	2217179	-	348	5	2	48	17	8	2	26
ENSB:IKvw5gWj5L_TY37	Chromosome	2217373	2217813	+	441	12	2	0	22	8	0	6
ENSB:FRyGpdVw9FA07fw	Chromosome	2217872	2218312	-	441	25	4	22	21	17	5	32
ENSB:TB3r9Nwv-8Ch8nQ	Chromosome	2218346	2219611	-	1266	55	2	18	53	35	24	62
ENSB:vky5VimCctx559X	Chromosome	2219722	2219955	-	234	0	0	0	0	0	1	2
ENSB:u8OsY1eHQ3dPhjk	Chromosome	2220517	2220921	-	405	730	90	291	125	221	157	1311
ENSB:rYvBWSCgDkgSN9K	Chromosome	2220941	2222353	-	1413	5763	594	1128	2177	2356	1401	5307
ENSB:AMK7IIMPQDV126y	Chromosome	2222375	2223241	-	867	1396	214	294	633	878	356	2401
ENSB:6EComczjdQLKaWy	Chromosome	2223272	2224780	-	1509	3674	528	763	2166	2187	1275	4817
ENSB:7bJ2eK2PmMYUctC	Chromosome	2224802	2225341	-	540	601	89	230	275	474	294	1235
ENSB:XW7nMiWxKgKjvu8	Chromosome	2225341	2225862	-	522	1272	236	473	1012	710	438	2482
ENSB:p0XWW-unUQyy0Kd	Chromosome	2226060	2226272	-	213	183	83	116	161	139	99	613
ENSB:2FerXOoiCBmp5kt	Chromosome	2226315	2227043	-	729	1375	419	464	2093	1042	503	8325
ENSB:TiLjLLtILsdM6CW	Chromosome	2227064	2227417	-	354	127	88	68	74	99	68	661
ENSB:t2_AEU7k1pnc0MS	Chromosome	2227584	2228711	-	1128	4914	1698	2808	6463	5295	2048	16427
ENSB:Uwi59OnzbYpMk91	Chromosome	2228735	2229364	-	630	4149	1342	2495	5684	4831	1686	9401
ENSB:gXDzKwGCLPxsF6u	Chromosome	2229392	2230630	-	1239	3486	903	1227	5119	2953	1363	4813
ENSB:rHTDbHUW_QiF137	Chromosome	2230657	2231181	-	525	2387	2336	3180	7364	4994	1548	4356
ENSB:FgVJkFv3bGFbz2Y	Chromosome	2231288	2231707	-	420	18	0	6	8	9	4	48
ENSB:vUnObpjNwv87zK0	Chromosome	2231704	2232750	-	1047	48	16	1783	30	14	13	104
ENSB:WkryJqMeoUOvi-P	Chromosome	2232834	2233670	-	837	86	10	30	74	34	38	326
ENSB:WLbG_5Fydp8Bw7c	Chromosome	2233657	2234733	-	1077	134	29	45	72	115	70	415
ENSB:13NEdr9606ESBbx	Chromosome	2234734	2235333	-	600	36	0	36	44	26	16	108
ENSB:sq3OGZ3rkHC5MiO	Chromosome	2235680	2235934	-	255	8	0	16	10	8	4	22
ENSB:zPhmiHvysZCgEGo	Chromosome	2236052	2237368	-	1317	148	36	10	141	210	94	517
ENSB:5JhoRswlgqYPVb7	Chromosome	2237615	2239042	-	1428	3442	178	320	1116	1236	2676	712
ENSB:YEigWp7aROftnaW	Chromosome	2239280	2239615	-	336	728	557	165	261	465	305	362
ENSB:EvqtaTK3k9k1Vee	Chromosome	2239704	2240963	-	1260	406	100	118	197	155	193	602
ENSB:zAXwM9V00LEv3j4	Chromosome	2241429	2242289	-	861	1225	122	190	1160	429	209	2510
ENSB:h4IcqqYV2opNYoY	Chromosome	2242507	2243028	+	522	0	0	3	2	0	2	0
ENSB:pVoSC3RitpxwmnA	Chromosome	2243137	2244747	-	1611	45	12	33	99	17	28	216
ENSB:Xzyob_50AUhLguH	Chromosome	2245083	2245613	-	531	1	0	6	0	0	2	3
ENSB:MY0bFa42N58pAEI	Chromosome	2245725	2246585	-	861	3	3	50	7	4	4	97
ENSB:5k1c6iuCDHAasWY	Chromosome	2247009	2247812	+	804	326	72	56	266	253	78	238
ENSB:Ax2NlfNJwdp-Vdb	Chromosome	2247942	2248613	-	672	3	0	6	0	3	1	14
ENSB:mA8rScqZkI7zA6y	Chromosome	2249012	2250205	-	1194	21	0	6	16	21	13	98
ENSB:lVlqz4qX64QGdiz	Chromosome	2250205	2251389	-	1185	38	9	10	14	21	17	58
ENSB:poCUeKqMLrtPyC8	Chromosome	2251700	2252170	+	471	45	25	24	30	28	7	32
ENSB:374nMt91OvUuK8x	Chromosome	2252322	2252672	-	351	174	56	478	230	183	288	161
ENSB:D_SSm3jkFf2ry6a	Chromosome	2252686	2253987	-	1302	444	75	618	881	490	434	1297
ENSB:-11XxuC_Szq4lj5	Chromosome	2254266	2254928	-	663	212	16	101	988	398	41	226
ENSB:D2ceMwle4AVP4_Y	Chromosome	2255243	2255953	+	711	85	5	122	85	77	51	350
ENSB:_4bc2nrwjsTvLOX	Chromosome	2256074	2256517	-	444	650	22	160	36	140	17	586
ENSB:nt2fD4Tyj-MDy1v	Chromosome	2256717	2257130	-	414	0	0	27	0	0	0	32
ENSB:KBszdZSJkrmqiYK	Chromosome	2257588	2258961	-	1374	34	0	12	28	23	16	116
ENSB:orYqb1txXsuC1oC	Chromosome	2259633	2259863	-	231	10	0	14	2	10	3	10
ENSB:FdYXgzGKTw8S2-t	Chromosome	2259894	2260832	-	939	224	27	58	49	40	74	51
ENSB:wPk0ElyzMgbR8Ty	Chromosome	2261267	2261932	-	666	21	0	12	0	4	2	10
ENSB:R44cX1_O7X22B5X	Chromosome	2262084	2262404	+	321	48	24	18	53	24	13	152
ENSB:o4FJXMPdFMrEdmu	Chromosome	2262406	2263386	+	981	124	78	36	108	67	42	256
ENSB:ZMq-20EjaaCRqhc	Chromosome	2263652	2264743	+	1092	6	6	29	20	11	7	10
ENSB:UkmqdDDhva23dpU	Chromosome	2265772	2265975	-	204	0	0	0	1	2	1	3
ENSB:w830CXMfG_sLVwb	Chromosome	2266034	2267170	-	1137	0	0	1	1	2	2	3
ENSB:cG08M-Mpnnpu4ub	Chromosome	2268256	2269113	-	858	184	29	82	70	81	68	85
ENSB:Cd7ho2kr5JbYBU3	Chromosome	2269181	2269963	-	783	80	14	0	34	34	12	10
ENSB:gAgx6SZ9zBndXoC	Chromosome	2270195	2272000	-	1806	17236	1344	5851	4050	4851	4871	8925
ENSB:joeqPqKByweZPps	Chromosome	2272681	2274219	+	1539	45	7	44	40	14	23	44
ENSB:LaW0pigiTY-hjrR	Chromosome	2274254	2276386	+	2133	109	26	20	69	42	33	108
ENSB:DgcVEhn82EHQCJY	Chromosome	2276398	2276832	+	435	29	5	18	4	57	14	40
ENSB:JVYW4VCaKo4tnuv	Chromosome	2276832	2277938	+	1107	206	34	134	30	88	64	78
ENSB:3YMye-2z1-uk_tZ	Chromosome	2278257	2282138	-	3882	128	34	121	40	81	90	685
ENSB:Y8MtM3k8KOz6Fm4	Chromosome	2282385	2285693	-	3309	12	8	39	1	14	0	56
ENSB:IyQLiYgA2imInYc	Chromosome	2285970	2287325	-	1356	744	62	832	416	240	202	542
ENSB:3-ZHQ8X_eh3SqIL	Chromosome	2287352	2288284	-	933	172	23	47	72	75	63	95
ENSB:7xvNmMmcOuvA_3e	Chromosome	2288286	2289095	-	810	330	10	75	156	150	88	238
ENSB:wok1bSK_eaAlvm-	Chromosome	2289284	2290192	-	909	48	8	12	44	72	38	53
ENSB:1TXjJOeSKtLbfKU	Chromosome	2290418	2291620	+	1203	0	6	0	0	0	1	71
ENSB:DcE7wvpBh24MIVR	Chromosome	2298031	2299095	-	1065	282	64	136	74	108	128	110
ENSB:gBkJ_Ek4JxSdx0N	Chromosome	2299243	2300685	-	1443	18	12	0	12	64	79	98
ENSB:PZjaGDRnT-zaDN9	Chromosome	2301007	2301474	-	468	2	8	0	0	2	1	0
ENSB:-E0sxQmZGmaR_zj	Chromosome	2301579	2302922	-	1344	34	30	0	26	61	30	42
ENSB:Wmh8DN2OLR8RtTx	Chromosome	2303099	2303785	-	687	70	31	16	64	53	38	16
ENSB:0qzYG74XKe6sVK_	Chromosome	2303801	2304988	-	1188	36	34	22	47	157	27	90
ENSB:G8t7KGtO1bzt9RL	Chromosome	2305032	2305547	-	516	82	46	70	31	34	26	200
ENSB:7jLHGFQxEb8iNsx	Chromosome	2305724	2305984	+	261	314	34	172	48	124	38	134
ENSB:esS73keYrJkqnnJ	Chromosome	2306116	2307486	-	1371	68	7	76	56	96	30	312
ENSB:dFalHknVdwG_W7v	Chromosome	2307722	2308690	-	969	12	5	6	6	42	6	156
ENSB:46PhitsYYWhkHDu	Chromosome	2308687	2309718	-	1032	24	24	6	62	18	6	129
ENSB:jlDU_Uba6zF_5Re	Chromosome	2309730	2310713	-	984	4	4	0	8	7	7	51
ENSB:fnEp3izYCKOZ62r	Chromosome	2311105	2312175	-	1071	1	1	10	2	8	0	29
ENSB:i37RhoHDcAUyhlO	Chromosome	2312182	2313939	-	1758	134	14	92	295	148	128	242
ENSB:0ghU4A51BClPvUl	Chromosome	2313926	2315119	-	1194	27	21	24	500	76	24	70
ENSB:C9JFaG1hSzrvGua	Chromosome	2315221	2317197	+	1977	79	38	52	767	93	22	195
ENSB:brAEx1QAZ_YErpR	Chromosome	2317653	2318453	+	801	0	0	0	0	0	0	21
ENSB:UjsWR5qubHTiVrv	Chromosome	2318471	2318770	+	300	0	0	0	0	0	0	26
ENSB:GcUNUx2P1RkaiZG	Chromosome	2318933	2319277	+	345	0	0	0	0	0	0	6
ENSB:Xok4wATd0THhULX	Chromosome	2319313	2319822	-	510	338	282	674	473	411	729	428
ENSB:FHPaFE7OGHIj2TE	Chromosome	2319885	2320124	-	240	247	98	605	420	237	854	649
ENSB:7915u8ZYgtzvgRS	Chromosome	2320137	2320673	-	537	2208	633	4656	3353	1697	1958	2870
ENSB:U9_DBiQP-ZUPTPU	Chromosome	2320848	2322410	-	1563	252	124	318	552	521	806	217
ENSB:TKH8QO5uYA7Se0-	Chromosome	2322717	2323718	-	1002	404	102	158	212	333	135	294
ENSB:UYNOPqIBcZPowEl	Chromosome	2323952	2324956	-	1005	3313	706	2001	3104	3035	1670	4123
ENSB:7KPmzaJumh04x1V	Chromosome	2325236	2326105	-	870	37	30	125	44	21	50	72
ENSB:lHyEWhahiS-5eFK	Chromosome	2326371	2327783	-	1413	430	26	52	56	94	46	56
ENSB:mAJXsy1gy2s-yJ3	Chromosome	2327801	2329513	-	1713	78	2	76	12	32	41	110
ENSB:tIwF0b57c33TPQy	Chromosome	2329519	2329830	-	312	0	0	2	20	10	8	0
ENSB:0rWqqzosppJNu-x	Chromosome	2329852	2330832	-	981	92	4	6	17	14	2	21
ENSB:FVq4VkVThtmVGlE	Chromosome	2330836	2331768	-	933	44	2	10	20	23	7	27
ENSB:c4bnG-DVXQ_dWB4	Chromosome	2331781	2332296	-	516	66	0	0	8	4	0	6
ENSB:svArVquTCFOZUmA	Chromosome	2332312	2332740	-	429	16	0	0	0	2	4	20
ENSB:CTGFiPAXKrtSeKv	Chromosome	2333108	2333863	-	756	1	4	0	0	6	0	2
ENSB:bhLhJv_PVGuAY3I	Chromosome	2334105	2334845	+	741	150	98	10	273	292	48	906
ENSB:QHZRbS8sx0FFGkn	Chromosome	2335136	2335570	-	435	0	0	10	0	0	16	0
ENSB:miiIPIztDLwICdq	Chromosome	2336005	2336130	-	126	0	0	0	0	0	0	0
ENSB:JlV8Phv0nOh4RS6	Chromosome	2336350	2337198	-	849	271	24	46	7	66	38	76
ENSB:CZkK632Qyx6Yvym	Chromosome	2337268	2337684	-	417	5	0	4	4	2	3	11
ENSB:wco9ftZNAt4SbOb	Chromosome	2338092	2340515	+	2424	17	0	67	2	14	5	27
ENSB:NsLmBexHpgWf3TV	Chromosome	2340575	2341429	-	855	2	26	29	10	1	0	0
ENSB:nBA_Hio0-KGYjSO	Chromosome	2341640	2342455	-	816	0	1	0	5	2	0	1
ENSB:ZFhLwcuifpFplux	Chromosome	2342749	2343174	+	426	32	0	6	82	24	0	4
ENSB:rU6i6YpjrteeIVj	Chromosome	2343538	2344242	-	705	14	1	6	40	46	16	4
ENSB:y23kJlHug-Puo1W	Chromosome	2344279	2345943	-	1665	122	64	34	285	322	2	18
ENSB:yeVzKo0Z3IZuCM9	Chromosome	2347133	2348539	-	1407	3	0	0	1	1	0	1
ENSB:rr5i9b9h9_tASh_	Chromosome	2348668	2349804	-	1137	0	0	0	2	0	0	0
ENSB:3JRN_LSKNlAWzfz	Chromosome	2349805	2350596	-	792	0	0	0	0	0	0	0
ENSB:Bqntx6tUgSdMaRd	Chromosome	2350609	2350902	-	294	0	0	0	0	0	0	0
ENSB:Ixsxj65sDwNwnnc	Chromosome	2350899	2351996	-	1098	0	0	0	0	0	1	0
ENSB:FIdUjUuLZSTT2RN	Chromosome	2352541	2352939	-	399	142	10	10	65	36	25	1464
ENSB:TRS7QqCCCAxm9Vf	Chromosome	2352953	2353390	-	438	255	44	66	155	115	96	2075
ENSB:L0MYsqaCmZWq9Lf	Chromosome	2353630	2354433	-	804	651	76	291	138	288	357	1461
ENSB:i_ABAUCMr4Lt0W3	Chromosome	2354438	2355244	-	807	152	75	114	27	118	161	601
ENSB:9cdEU1Ycn1gEZlu	Chromosome	2355234	2356094	-	861	501	73	84	122	353	215	1839
ENSB:KSbANdBq-YXii1v	Chromosome	2356091	2356900	-	810	331	77	97	66	142	178	604
ENSB:pkmXWJM6xJmYDim	Chromosome	2357438	2357806	-	369	540	201	695	637	491	305	3459
ENSB:oIlJ0WPNOwSAkRU	Chromosome	2357823	2358767	-	945	2973	391	762	2435	1858	1199	5805
ENSB:_ccbnKUoLxMex6w	Chromosome	2358842	2359231	-	390	992	133	378	906	716	419	2445
ENSB:ukiqbFXrriZkGLE	Chromosome	2359255	2359620	-	366	655	86	250	438	420	252	1999
ENSB:HJ6zENpi6122XE1	Chromosome	2359643	2359756	-	114	1	0	8	4	0	0	8
ENSB:y1imrLU8tqSBBgP	Chromosome	2359788	2360006	-	219	115	25	62	66	72	47	197
ENSB:JWzhdp-_Bw4vWG-	Chromosome	2360199	2360846	-	648	1457	273	913	1321	876	605	3415
ENSB:5c5p4a3__lDlehN	Chromosome	2360863	2362155	-	1293	6949	1943	7036	9308	6078	4694	23557
ENSB:lnBJNsB9Dugb-3r	Chromosome	2362155	2362595	-	441	1062	152	451	970	847	573	1655
ENSB:-BIsQnU7IWBrdz1	Chromosome	2362612	2362791	-	180	260	75	51	204	302	230	1156
ENSB:mb-MvHecHXt5dWm	Chromosome	2362808	2363308	-	501	973	83	298	914	732	519	2458
ENSB:5TnZ2WRBkD9GREu	Chromosome	2363329	2363688	-	360	225	4	128	198	128	129	703
ENSB:Vm3hiQah2KpYxZ-	Chromosome	2363719	2364255	-	537	331	98	243	218	298	211	1140
ENSB:5gibQB1m1jZAK30	Chromosome	2364280	2364678	-	399	176	41	27	136	110	99	728
ENSB:9ESfqvZUXJw7vxm	Chromosome	2364710	2364895	-	186	218	18	16	151	118	122	381
ENSB:hcxRVWzES5Tq5W4	Chromosome	2364918	2365457	-	540	367	43	116	257	310	290	939
ENSB:mS--J6hdRO7DCVH	Chromosome	2365484	2365801	-	318	127	33	27	54	93	55	348
ENSB:TfX1ZT8hLxeK_ME	Chromosome	2365837	2366205	-	369	1126	131	413	911	658	482	1720
ENSB:z-ADpE71afI8OL-	Chromosome	2366237	2366500	-	264	38	15	26	33	54	57	141
ENSB:Lv2AktC_ynDU6K1	Chromosome	2366524	2366733	-	210	33	9	44	42	60	33	94
ENSB:1Sn9sPd1hH8hSPK	Chromosome	2366723	2367157	-	435	344	46	51	293	215	145	731
ENSB:f1tvnh09MiJUqgo	Chromosome	2367160	2367813	-	654	646	132	255	540	414	259	1795
ENSB:51ImeDsbxjdQNj_	Chromosome	2367837	2368190	-	354	473	96	250	309	264	198	1786
ENSB:DDxJFBo-C1C5Ssj	Chromosome	2368219	2368497	-	279	27	0	6	2	10	12	54
ENSB:Eca98Gt5fctMJxi	Chromosome	2368564	2369397	-	834	2161	214	447	1472	1063	780	3207
ENSB:vDA5n1EuSlVqMFd	Chromosome	2369430	2369705	-	276	192	3	44	117	94	67	346
ENSB:RJhRsBVe8DNVkUg	Chromosome	2369705	2370328	-	624	1394	172	235	1106	1226	875	2216
ENSB:aXoIk8NA1R0htV7	Chromosome	2370355	2371017	-	663	875	89	188	706	504	300	1642
ENSB:e31LsHxxIS-hCgy	Chromosome	2371045	2371353	-	309	182	4	60	212	142	142	769
ENSB:uSqHf6OEmUMPHEf	Chromosome	2371710	2372099	+	390	206	808	1140	630	1280	1206	7
ENSB:uqled7XbU_jP0cW	Chromosome	2372291	2373625	-	1335	130	116	114	69	157	99	428
ENSB:giPWNOdrc6wGlMr	Chromosome	2373738	2375873	-	2136	221	97	262	126	222	223	817
ENSB:3wGT3sr6mH-Bs7Y	Chromosome	2376060	2376947	+	888	18	10	43	2	30	8	22
ENSB:xdttsqao_vf0VvD	Chromosome	2377128	2377991	+	864	24	8	100	29	14	14	219
ENSB:12whwavSwlENzRa	Chromosome	2378410	2379318	-	909	8	2	46	5	6	1	77
ENSB:HX0-xAkxyUrX6Q9	Chromosome	2379451	2379615	+	165	1	9	13	7	4	1	9
ENSB:XYGSTv5BETHwaxf	Chromosome	2379860	2380177	+	318	0	4	8	0	0	2	0
ENSB:yF-G9RKlbRQm1ow	Chromosome	2380364	2383531	-	3168	729	143	444	184	577	253	1457
ENSB:CCHuYkET_8vYNoI	Chromosome	2383648	2384913	-	1266	51	0	107	22	12	26	42
ENSB:ATBYmUpJ5U6eUMK	Chromosome	2385302	2385553	+	252	0	2	24	0	0	10	8
ENSB:x3ObRWYvIlJZ1Tc	Chromosome	2385545	2386309	-	765	3	8	39	8	8	13	20
ENSB:pHlyhQPTWZ_fPi0	Chromosome	2386471	2386911	+	441	1	0	10	4	0	2	9
ENSB:wxH0DVlXdb13oyQ	Chromosome	2386904	2388115	+	1212	26	0	8	14	4	11	56
ENSB:OxHdVVGFzXlr16n	Chromosome	2388217	2388567	-	351	0	0	0	0	0	0	0
ENSB:vtSowJGMUkNoYl6	Chromosome	2389258	2390280	-	1023	374	185	707	116	201	357	584
ENSB:lHeia6QVZ2UVfUH	Chromosome	2390300	2390899	-	600	407	98	248	118	242	391	177
ENSB:hWRBpd6sqWBgwFv	Chromosome	2390906	2391139	-	234	34	12	10	10	28	33	28
ENSB:CkrEgiiTP-Emij4	Chromosome	2391145	2391591	-	447	63	44	16	44	128	68	76
ENSB:vpvbwx9r8S2ndMz	Chromosome	2391605	2392090	-	486	53	15	6	52	66	70	224
ENSB:HCXc8zZ5yRKzdBa	Chromosome	2392087	2393346	-	1260	565	214	192	628	722	370	275
ENSB:F-66YaZhIFrnBij	Chromosome	2393905	2394411	-	507	66	68	14	264	322	53	118
ENSB:jq9X0qF4GZaqOWn	Chromosome	2394442	2395446	-	1005	96	49	25	32	129	56	72
ENSB:m12Q2fl6UJ0UBPb	Chromosome	2395616	2396221	-	606	14	36	18	33	52	10	8
ENSB:RIxDsXZXRkrfHjO	Chromosome	2396222	2396893	-	672	69	54	105	67	133	124	87
ENSB:ioXiipJpCAA2v64	Chromosome	2396907	2397689	-	783	3	3	2	9	15	19	9
ENSB:4AQqJAgwnMzaVUk	Chromosome	2397979	2398776	+	798	110	20	60	16	40	54	64
ENSB:fhv-2i7xmFfTow1	Chromosome	2398948	2399718	-	771	3	10	2	1	2	8	20
ENSB:Q9fQ0oSL6pPBQls	Chromosome	2399790	2400344	-	555	6	0	0	4	6	18	10
ENSB:tqSdfbc7lPUSI1N	Chromosome	2400465	2401406	-	942	10	8	1	12	22	32	13
ENSB:g5ymDlEhH8WGoyn	Chromosome	2401805	2402713	-	909	2	8	2	0	3	4	8
ENSB:MRnoZ6qfdNNaaqm	Chromosome	2402927	2404081	-	1155	10	0	0	6	9	4	12
ENSB:7_PKB4Gm3PFK1fv	Chromosome	2404298	2405203	-	906	2	0	0	0	1	0	11
ENSB:MPnMDmEGpPlf86d	Chromosome	2405463	2405765	+	303	0	0	0	0	2	8	0
ENSB:Z1jr0IfMqagIsCq	Chromosome	2405779	2406189	+	411	13	0	0	2	0	0	1
ENSB:Ci5w8xIcGj9BwT1	Chromosome	2406186	2407901	+	1716	212	16	32	60	70	12	66
ENSB:fwuoXxAvz6GKvOk	Chromosome	2407914	2408366	+	453	24	0	0	2	5	1	12
ENSB:UZJBwVfqPDMVks3	Chromosome	2408359	2409048	+	690	15	4	26	5	11	15	11
ENSB:O8QqeZp7E_SGAa2	Chromosome	2409061	2409675	+	615	20	0	6	16	10	6	41
ENSB:bktuwRV4GTvUtkH	Chromosome	2409675	2410511	+	837	22	2	0	11	9	29	27
ENSB:1bGK2-NJDWzE9gA	Chromosome	2410700	2411047	-	348	1	0	12	8	0	0	8
ENSB:hzMm0B4Cbj2OWO0	Chromosome	2411475	2411801	-	327	0	0	0	0	0	0	0
ENSB:cooKAZrx7FCdtLj	Chromosome	2411865	2412608	-	744	0	10	0	0	0	2	1
ENSB:MVYU_Ntq7u9Vl5R	Chromosome	2412634	2414589	-	1956	10	26	117	0	16	12	4
ENSB:wre3I55rSivVh-h	Chromosome	2415199	2416002	+	804	378	91	47	355	314	137	164
ENSB:fyWvzOr6aP1jg3Y	Chromosome	2416435	2417832	-	1398	13	0	32	24	4	14	70
ENSB:Vf0hhJqXkYdTeOY	Chromosome	2417930	2419012	-	1083	26	1	14	15	2	2	21
ENSB:H2eLHkKbIoQOzcr	Chromosome	2419260	2419682	+	423	1	0	1	0	0	0	1
ENSB:Mcaa2IqiGOaHZOh	Chromosome	2419919	2420419	+	501	90	16	1	118	90	36	126
ENSB:Y0wWspKPjW0YSV6	Chromosome	2420781	2421734	+	954	970	94	1074	499	462	290	1124
ENSB:oD1380Li85ggY6H	Chromosome	2421826	2422950	-	1125	77	4	29	29	35	18	42
ENSB:7icXbmA7x-h7Mbv	Chromosome	2423261	2424037	-	777	43	0	7	4	9	6	12
ENSB:zQ7fSwxcFT5ubLO	Chromosome	2424059	2424292	-	234	0	0	0	0	2	8	0
ENSB:fTCHG29EL_xEZ6z	Chromosome	2424520	2424993	-	474	472	51	237	94	134	141	185
ENSB:HAR3WWfKpOs5vHR	Chromosome	2424993	2428031	-	3039	11208	1646	510	2732	3498	2489	697
ENSB:LkOnGqiv-_BGmPr	Chromosome	2428549	2429496	-	948	1180	106	258	388	344	546	1430
ENSB:eKQ0CmEpcrA0tDX	Chromosome	2429629	2430426	-	798	72	4	38	18	32	22	26
ENSB:yMiFRcIx70DWloI	Chromosome	2430811	2431503	+	693	73	52	112	22	42	50	61
ENSB:xiNkf1ipp25nbGa	Chromosome	2432150	2432887	-	738	2	20	20	6	18	11	17
ENSB:ogxEG3rVWaORn5s	Chromosome	2432936	2433265	+	330	1	0	10	0	0	0	2
ENSB:ZUm4_U2PwZ-U7lr	Chromosome	2433710	2434582	+	873	118	24	69	16	36	31	135
ENSB:81mEAnRwOL_YCMZ	Chromosome	2434969	2436348	-	1380	382	139	165	203	226	186	158
ENSB:2L6gVa0tV-s9nwG	Chromosome	2436628	2436984	+	357	5	2	5	4	6	4	5
ENSB:TacXZw2DfxQLZGc	Chromosome	2436981	2437166	+	186	2	0	9	2	8	3	3
ENSB:Cy8OmSRiduME1KE	Chromosome	2437262	2437450	-	189	4	4	1	6	18	5	5
ENSB:usMVCy6-uBrx_cv	Chromosome	2437464	2438099	-	636	153	32	116	93	143	99	157
ENSB:cGxVdqSJsXTyIVd	Chromosome	2438174	2439091	-	918	4	0	12	0	4	2	18
ENSB:dAiAbYBnH6o43_C	Chromosome	2439359	2439889	+	531	4	4	29	0	0	6	4
ENSB:IGTO1ifPqReKZyb	Chromosome	2439955	2441559	-	1605	36	10	34	46	28	36	161
ENSB:B7UVn5Oz1eE4V5I	Chromosome	2441889	2442653	+	765	18	0	0	0	10	0	18
ENSB:Ik_dq_hIt1TaxZJ	Chromosome	2442711	2443217	-	507	0	5	2	0	1	0	19
ENSB:rP3_HaJc3V5V140	Chromosome	2443384	2444697	-	1314	39	0	6	11	14	10	94
ENSB:qMUOPSAN7OCDwVY	Chromosome	2444922	2445491	-	570	0	6	10	2	0	4	20
ENSB:E-7Fx0id6xuUi06	Chromosome	2445978	2446859	-	882	1147	56	208	1084	818	504	534
ENSB:sQUuzSsnTNAvvBY	Chromosome	2446970	2448091	-	1122	44	12	23	141	62	8	154
